J	經典釋文卷二
E	叔還
C	音旋
E	十二年見殺
C	音試
E	墮_郈
F	許規反
C	下同
E	吏數_
F	所角反
C	下同
E	采_長__
F	七代反
C	下
F	丁丈反
E	說其
C	音悅
E	不厭_
F	於艶反
E	去_甲
F	起吕反
E	而堵_
F	丁古反
E	吉射_
F	食亦反
C	又
F	食夜反
E	朝歌
C	如字
E	十三年垂瑕
C	如字又音加二傳作垂葭
E	大廋_
F	所求反
C	本又作蒐
E	比蒲
C	音毗
E	操_兵
F	七曹反
E	鄉_國
F	許亮反
E	十四年晉趙陽
C	左氏作衛趙陽
E	公子佗_人
F	大河反
C	二傳作公孫陀人
E	子牄_
F	七良反
C	二傳作牂
E	不别_
F	彼列反
E	醉李
C	本又作檇音同
E	為_下
F	于偽反
E	于堅
C	如字本又作掔音牽左氏作牽
E	于洮_
F	他刀反
E	歸脤_
F	市軫反
E	曰燔
C	本亦作膰又作繙音煩
E	蒯_聵__
F	苦怪反
C	下
F	五怪反
E	譏亟_
F	去兾反
E	間隙_
C	音閑下
F	去逆反
E	莒父
C	音甫
E	去_冬
F	起吕反
E	攝相_
F	息亮反
E	粥羔_
F	羊六反
E	以間
C	間側之間
E	近害
C	附近之近
E	十五年鼷鼠
C	音兮
E	漫_也
F	亡半反
C	猶徧也
E	徧食
C	音遍
E	復_舉
F	扶又反
C	下同
E	軒達
C	左氏作罕達
E	籧_篨__
F	具居反
C	下
F	直居反
E	歸含_
F	户暗反
E	且賵_
F	芳鳯反
E	不為_
F	于偽反
E	厭_死
F	於甲反
E	下（？）
C	音側
E	晡時_
F	市吳反
E	城漆
C	音七
S	哀公第十二
CC	何休學
E	元年復_見__
F	扶又反
C	下
F	賢徧反
E	恩殺_
F	所戒反
E	二年漷_東
F	火虢反
C	徐音郭
E	及沂_
F	魚依反
E	句_繹
F	古侯反
C	下音亦
E	不與
C	音預
E	可為_
F	于偽反
E	不去_
F	起吕反
E	見_挈__
F	賢徧反
C	下
F	去結反
E	于栗
C	一本作秩二傳作鐵
E	惡_失
F	烏路反
E	三年上為_
F	于偽反
C	下為輒為衛不為同
E	不中_
F	丁仲反
E	復_立
F	扶又反
C	下及注同
E	見_者
F	賢徧反
C	下同
E	兩觀_
F	工喚反
E	開陽
C	左氏作啓陽開者為漢景帝諱也
E	樂髠_
F	苦昆反
E	惡_大
F	烏路反
E	治
F	直吏反
E	大平
C	音泰
E	四年盗殺
C	音試下同
E	近罪
C	附近之近
E	戎曼
C	音蠻
E	畀_宋
F	必利反
C	下同
E	西郛_
F	芳夫反
E	蒲社
C	左氏作亳社
E	揜_之
F	意冉反
E	背天
C	音佩
E	俠_轂__
F	古洽反
C	下
F	古木反
C	十三年同
E	驂乗_
F	繩證反
C	十三年同
E	天去_
F	起吕反
E	滕頃
C	音傾
E	五年城北
C	本又作芘亦作庇同音毗左氏作毗
E	閏數_
F	所主反
C	下及注月數閏數同
E	六年邾婁葭
C	音加又音遐左氏作邾瑕
E	魯數_
F	所角反
E	未曽_
F	才能反
E	狄之行_
F	下孟反
E	于柤_
F	莊加反
E	君舎
C	二傳作荼音舒
E	為諼_
F	况元反
E	千乗_
F	繩證反
E	析_玉
F	思厯反
E	為_後
F	于偽反
C	下乞為同
E	矯_也
F	居兆反
E	期而
C	音基下同
E	難_言
F	乃旦反
E	鎧
F	苦代反
E	巨囊_
F	乃郎反
C	又音託
E	中霤_
F	力又反
E	色然
C	如字本又作垝_
CF	居委反
C	驚駭貌本或作危
E	闖_然
F	丑鴆反
C	又
F	丑甚反
C	一音
F	丑今反
C	見貌字林云馬出門貌
F	丑衽反
E	逡巡_
F	七旬反
E	七年皇瑗_
F	于眷反
E	于鄫_
F	似陵反
E	隗_子
F	五罪反
E	惡_魯
F	烏路反
E	復_入
F	扶又反
E	八年侯燬_
F	況委反
E	及僤_
F	昌善反
C	一音
F	昌然反
C	字林作□左氏作闡
E	為_以
F	于偽反
E	故復_
F	扶又反
E	伯過_
F	古禾反
E	所喪_
F	息浪反
E	九年雍_邱
F	於用反
E	易_也
F	以豉反
C	下同
E	陷阱_
F	才性反
E	為_征
F	于偽反
E	十年薛伯寅
C	二傳作伯夷_同音
CF	以尼反
E	十一年袁頗_
F	破多反
E	艾_陵
F	五盖反
E	與伐
C	音預下不與伐同
E	十二年為_河
F	于偽反
C	下為同宗同
E	為率
C	音律又音類
E	一乗_
F	繩證反
E	故復_
F	扶又反
E	橐_臯
F	章夜反
C	一音託
E	于運
C	左氏作鄖
E	（？）
C	音終本亦作螽注同
E	當見_
F	賢徧反
E	十三年于嵒_
F	五咸反
C	一音
F	魚及反
E	易_也
F	以豉反
C	下同
E	鄭復_
F	扶又反
C	秋以下注同
E	報償_
F	時亮反
E	男成
C	本亦作成
E	反背
C	音佩
E	當見_
F	賢徧反
C	年内皆同
E	惡_諸
F	烏路反
E	魏多
C	左氏作魏曼多
E	之費_
F	芳味反
C	反同
E	孛于
C	音佩
E	彗_星
F	囚嵗反
C	又
F	息遂反
E	主治_
F	直吏反
E	燔_書
F	扶元反
E	陳夏_
F	户雅反
C	一本作亷
E	彄_夫
F	苦侯反
C	又
F	古侯反
C	一本作嫗音同二傳作夏區夫
E	十四年西狩_
F	手又反
E	獲麟_
F	力人反
E	薪采
C	音新
E	主芟_
F	所銜反
E	艾
F	魚廢反
E	采樵_
F	在焦反
E	去_周
F	起吕反
E	行夏_
F	户雅反
C	下子夏同
E	為_獲
F	于偽反
C	下為獲孰為注為誰知為皆同
E	鸛
C	音權
E	鵒
C	音欲
E	振_振
F	之人反
E	大平
C	音泰下大平皆同
E	拊_石
F	芳甫反
E	援神
C	音袁
E	麒麟
C	音其
E	有麏_
C	本又作䴢亦作（？）皆
F	九倫反
C	麞也
E	反袂_
F	彌世反
C	衣袖也
E	涕
F	他禮反
E	沾袍_
F	歩刀反
C	又
F	步報反
C	衣前襟也
E	襟也
C	音金
E	王_於
F	于况反
C	下火王而王之王同
E	從_横
F	子容反
E	駈_徐__
C	並如字又上
F	丘具反
C	下
F	直據反
E	曰噫_
F	於其反
E	咄_嗟
F	丁忽反
E	天喪_
F	息浪反
E	予
F	羊汝反
C	我也
E	祝斷_
F	丁管反
E	所傳_
F	直専反
C	注傳聞同
E	以復_
F	扶又反
E	臣見_
F	賢徧反
C	下欲見同
E	少殺_
F	所戒反
C	下同
E	子般
C	音班
E	道浹_
F	子協反
C	一本作帀
E	瑞應
C	應對之應
E	撥_亂
F	卜末反
C	理也
E	莫近
C	附近之近又如字
E	演_孔
F	以善反
E	其為_
F	于偽反
C	注所為同
E	是與
C	音餘下及注同
J	經典釋文卷二十二
B	春秋榖梁音義
S	春秋榖梁序
E	乾_綱
F	其連反
C	天也
E	絶紐_
F	女久反
E	（？）_倫
F	以之反
C	彛常倫理也
E	攸斁_
F	丁故反
C	字書作殬敗也
E	弑_逆
F	申志反
C	又作殺音同
E	篡_盜
F	初患反
C	爾雅云取也
E	滛縱_
F	子用反
E	因釁_
F	許靳反
E	為_之
F	于偽反
C	下同
E	愆_度
F	起乾反
E	七耀
C	日月五星本又作曜
E	盈縮_
F	所六反
E	疵_厲
F	才斯反
C	下音例又作癘
E	恩缺_
F	（？）恱反
E	小弁_
F	歩寒反
E	之刺_
F	七賜反
C	此所引皆詩萹名谷風在邶風餘皆小雅
E	桑扈
C	音户
E	之諷_
F	方鳯反
C	又作風
E	見_吉
F	賢遍反
E	厥行_
F	下孟反
E	藐_藐
F	亡角反
E	兩觀_
F	古亂反
E	權喪_
F	息浪反
C	下道喪同
E	上替_
F	他計反
E	僭_逼
F	子念反
E	喟_然
F	起愧反
C	又
F	苦怪反
E	大師
C	音泰
E	能復_
F	扶又反
E	以被_
F	皮義反
E	拯
C	拯救之拯
E	□
F	徒囘反
C	本又作頺同
E	華衮_
F	古本反
C	衮冕上公之服
E	之貶_
F	彼檢反
E	市朝_
F	直遥反
E	之撻_
F	吐達反
E	匿_非
F	女力反
E	麟_感
C	本又作驎
F	吕辛反
C	瑞獸也
E	来應
C	應對之應
E	之邪_
F	似嗟反
E	臧
F	子郎反
E	否
C	音鄙又
F	方九反
C	臧否猶善惡也
E	鬻
C	音育
E	拳
C	音權
E	子糾_
F	居黝反
E	祭_仲
F	側界反
E	而闚_
C	本又作窺
F	去規反
E	是嫡_
F	丁歴反
C	本又作適同
E	強_通
F	其丈反
E	必當_
F	丁浪反
C	下同
E	夫至
C	音符
E	並舍
C	音捨
E	據理
C	音据亦作据
E	之難_
F	乃旦反
E	（？）
F	古囘反
E	紛錯_
F	七洛反
E	凖裁_
F	在代反
C	又音才下同
E	父子異同
C	謂劉向好榖梁劉歆善左氏
E	之論_
F	力困反
E	石渠_
F	其居反
C	閣名漢宣帝時使諸儒講論同異於石渠閣也
E	分爭
C	争鬬之争
E	好_惡__
F	呼報反
C	下
F	烏路反
E	辯訥_
C	字書云訥或作呐
F	乃骨反
C	字詁云訥遲於言也包咸論語注云遲鈍也
E	豔_而
F	移驗反
E	也巫
C	音無
E	而婉_
F	於阮反
E	北蕃_
F	方元反
C	又作藩
E	子姪_
F	徒莭反
C	字林
F	丈一反
C	杜預注左氏傳云兄子曰姪
E	雖近
C	附近之近
E	昊_天
F	胡老反
C	詩云欲報之徳昊天㒺極本又作旻_
CF	亡巾反
E	匍
C	音蒲又音扶
E	匐
F	蒲北反
C	又音服
E	逾邁
C	音榆
E	跂_及
F	丘弭反
C	又
F	丘豉反
E	夏隊_
F	直類反
E	從_弟
F	才用反
E	泯_沒
F	亡忍反
C	又作汦
E	喪_予
F	息浪反
S	春秋榖梁傳隠公
SC	隠公名息姑恵公之子周文王八世孫平王四十九年即位
S	第一
CC	范（？）集解
E	元年正月
C	音征又如字後皆放此
E	焉_成之
F	於虔反
E	隠長_
F	丁丈反
C	又作丈音同
E	之惡_
F	烏各反
C	下注之惡同
E	惡_桓
F	烏路反
C	下其惡桓同
E	弑_之
F	申志反
C	又作殺如字下同
E	信道
C	音申下同
E	信邪_
F	似嗟反
C	下及注皆同
E	已探_
F	吐南反
E	千乗_
F	繩證反
C	公侯之國賦千乗
E	蹈_道
C	上
F	徒報反
C	履行之名也下如字
E	邾
C	音誅國名
E	儀父
C	凡人名字皆音甫後放此更不重音
E	于眛
C	音蔑地名左氏作蔑注下皆同
E	美稱_
F	尺證反
E	以上_
F	時掌反
E	不日_
F	人實反
C	不日謂不書日也榖梁皆以日月為例他皆放此
E	渝_也
F	羊朱反
C	變也
E	于鄢
C	音偃地名
E	見_段
F	賢遍反
E	大辟_
F	婢亦反
E	積_思
F	直吏反
E	宰咺_
F	況阮反
C	注同
E	仲子
C	恵公之母也與左氏不同
E	之賵_
F	芳鳯反
C	注及下同
E	乗_馬
F	繩證反
C	四馬曰乗
E	曰襚
C	音遂
E	曰含_
F	户暗反
C	口實也又作唅
E	曰賻
C	音附
E	祭_伯
F	側界反
E	来朝_
F	直遥反
E	寰内
C	音縣古縣字一音環又音患寰内圻内也
E	畿内
C	本或作圻音祈
E	鍭矢
C	音候又音侯
E	出竟
C	音境本或作境下同
E	埸
C	音亦
E	聘遺_
F	唯李反
E	之好_
F	呼報反
E	當稟_
F	彼錦反
E	日_卒
F	人實反
C	下不日卒同
E	股肱_(?)
F	古（?）反
E	二年以見_
F	賢徧反
C	下同
E	下屬_
F	章玉反
E	不黷_
F	徒木反
E	皆放_
F	甫徃反
C	後此例不音
E	皆氐_
F	丁兮反
C	本又作底
E	别種_
F	章勇反
E	知者
C	音智
E	能斷_
F	丁亂反
E	者守
C	如字注同
E	莒人
C	音舉
E	入向_
F	舒亮反
E	時惡_
F	烏各反
C	下次惡同
E	無侅_
C	音該又
F	戸楷反
C	左氏作駭
E	履緰
C	音須左氏作裂繻下注同
E	為_其
F	于偽反
C	注来為同
E	有當_
F	丁浪反
E	故去_
F	起吕反
C	下同
E	以别_
F	彼列反
E	美惡_
F	烏路反
C	又如字
E	舎族
C	音捨
E	或厭_
F	於葉反
E	繼弑
C	音試
E	長_子
F	丁丈反
C	下注伯長同
E	親迎_
F	魚敬反
E	不復_
F	扶又反
E	子伯
C	如字長也左氏作子帛
E	夫稱_
F	尺證反
E	常處_
F	昌慮反
E	隠殺
C	音弑
E	壊_宫
C	音怪又
F	戸怪反
E	三年日有食之
C	本亦作蝕音同後皆放此
E	大量
C	音亮
E	下_賢
F	遐稼反
E	為_消
F	于偽反
E	外壤_
F	而丈反
E	所吞_
F	勑㤙反
C	又音天
E	咽_者
F	於見反
E	不見_
C	如字又
F	賢徧反
E	之饉_
F	渠吝反
E	見_於
F	賢徧反
C	又如字
E	不可知知也
C	上知如字下知音智
E	太上
C	並如字
E	夫名
C	音符發句之端皆同
E	相别_
F	彼列反
E	尹氏
C	如字周大夫也左氏作君氏
E	詔相_
F	息亮反
E	稱諡_
F	市至反
C	後皆同
E	短
F	丁緩反
E	折
F	時設反
C	下同
E	有夀_
F	市又反
C	又如字
E	宋繆公
C	音穆本亦作穆
E	之使_
F	所吏反
C	下同
E	史䇿_
C	本又作筴
F	初革反
E	殺君
C	音弑下同
E	足算_
F	素緩反
C	數也
E	宋共
C	音恭本亦作恭下同
E	悉去_
F	起吕反
E	四年伐杞
C	音起
E	牟_婁
F	亡侯反
E	易_辭
F	以豉反
E	所見_
F	賢徧反
E	蓋為_
F	于偽反
E	所惡_
F	烏路反
C	又如字
E	於傳_者
F	直専反
E	祝吁_
F	香于反
C	左氏公羊及詩作州吁
E	弑其
C	音試釋舊作殺注下同
E	君完
C	本又作兒音丸
E	今復_
F	扶又反
E	翬
C	音暉下同
E	皆去_
F	起吕反
E	與于
C	音預
E	于濮
C	音卜
E	之挈_
C	本又作挈
F	苦結反
C	注同
E	致令_
F	力呈反
C	下同
E	惡_也
F	烏各反
C	注同
E	嫡_長__
F	丁歴反
C	下
F	丁丈反
C	下同
E	建儲_
F	直魚反
E	名分_
F	扶問反
E	無嬖_
F	必計反
E	五年觀魚
C	如字左氏作矢魚
E	人
C	音魚
E	之難_
F	乃旦反
E	入郕
C	音成注同
E	将_卑
F	子匠反
C	注同
E	為_其母
F	于偽反
E	長_子
F	丁丈反
E	舞夏_
F	戸雅反
C	注及下同
E	八佾
C	音逸列也
E	降殺_
F	色界反
E	始僭_
F	子念反
E	僭_侈
F	昌是反
C	又
F	尺是反
E	螟
F	亡丁反
E	公子彄_
F	苦侯反
E	乃暴_
F	歩卜反
C	本或作曝暴露也
E	僅_而
F	渠吝反
E	之行_
F	下孟反
E	不填
C	音田
E	不復_
F	扶又反
C	下同
E	填厭_
F	於甲反
E	毆
F	丘于反
C	注同
E	壊_宫
C	音怪一
F	戸怪反
E	六年輸_平
F	失朱反
C	墮也左氏作渝平
E	墮_也
F	許規反
C	壊毁之也
E	壊_前
C	音怪又
F	戸怪反
E	于艾_
F	五蓋反
E	七年之娣_
F	徒細反
C	女弟曰娣
E	媵_之
F	以證反
C	又
F	繩證反
E	從_也
F	才用反
C	下同一音如字
E	以上_
F	時掌反
E	共事
C	音恭本亦作供
E	愆_期
F	起虔反
E	取_妻
F	七喻反
E	必少_
F	詩照反
C	下文及注同
E	滕_侯
F	徒登反
E	長_曰
F	丁丈反
C	注同
E	狄道也
C	戎狄之道
E	長嫡_
C	本又作適
F	丁歴反
E	為_保
F	于偽反
C	下為其同
E	刺_公
F	七賜反
E	之稱_
F	尺證反
E	逺别_
F	彼列反
C	下同
E	之使_
F	所吏反
C	注同
E	猶愈_
F	羊主反
E	過_諸侯
F	古卧反
C	又
F	古禾反
E	在疆
C	本又作壃亦作强音姜
E	埸
C	音亦
E	致餼_
F	許氣反
C	牲腥曰餼
E	伐鮮
C	音仙
E	八年使宛_
F	於阮反
E	歸邴_
F	彼病反
C	一音丙左氏作祊
E	惡_與
F	烏路反
C	注及下同
E	去_其
F	起吕反
E	擅_易
F	市戰反
E	不别_
F	彼列反
E	無復_
F	扶又反
E	廢朝_
F	直遥反
C	下同
E	覲
F	巨靳反
C	諸侯春見天子曰朝秋見曰覲
E	若令_
F	力呈反
E	之參_
F	七南反
E	交喪_
F	息浪反
E	盟詛_
F	莊慮反
C	下文同
E	誥
F	古報反
E	誓
F	市制反
E	五帝
C	孔安國云少昊顓頊髙辛唐虞鄭（？）有黄帝無少昊餘同范依鄭
E	顓頊_
C	音專下音
F	許玉反
E	帝嚳_
F	苦篤反
C	髙辛帝名
E	三王
C	夏商周也
E	夏_殷
F	戸雅反
C	下同
E	鈞臺
C	音均
E	景亳_
F	歩各反
E	盟津
C	音孟本亦作孟
E	交質
C	音置注同
E	二伯
C	如字又音霸齊桓晉文
E	召_陵
F	上照反
E	包来
C	音苞一音浮左氏作浮来
E	螟
F	亡丁反
E	貶去_
F	起吕反
E	若俠
C	音協九年經同
E	九年以别_
F	彼列反
E	祭_伯
F	側界反
C	下同凡國名邑名及人名氏皆於始音後不復出若假借之字時復重音後放此
E	之好_
F	呼報反
E	殷頫_
F	他弔反
E	之慝_
F	他得反
C	惡也
E	閒問
C	間厠之間
E	歸脤_
F	市軫反
C	祭肉也
E	致禬_
F	戸外反
C	或
F	古外反
E	震電_
F	徒練反
E	霆_也
F	徒丁反
C	又
F	徒頂反
E	雨_雪
F	于付反
E	䟽數_
F	色角反
E	劉向_
F	舒亮反
E	以見_
F	賢徧反
C	下同
E	當復_
F	扶又反
E	十年以見_
F	賢徧反
E	篡殺
C	音弑
E	數_㑹
F	色角反
E	公敗_
F	必邁反
C	又
F	皮邁反
C	注同
E	于菅_
F	古顔反
E	取郜_
F	古報反
C	字林
F	工竺反
E	取訾_
F	于斯反
E	不重_
F	直用反
E	逐北
C	如字又音佩本又作逐奔
E	復_取
F	扶又反
E	伐載
C	如字本或作戴
E	其易_
F	以豉反
C	下文同
E	其惡_
F	烏路反
E	惡_入
F	烏路反
E	十一年薛_侯
F	息列反
E	廵守
C	音狩本亦作狩
E	犆言
C	音特獨也本或作特
E	累數_
F	所主反
C	注同
E	之比_
F	必利反
E	君弑
C	音試
S	桓公
SC	名允桓王九年即位
S	第二
CC	范甯集解
E	元年弟殺_
F	申志反
C	本亦作弑下及下注同
E	能去_
F	起吕反
E	與聞
C	音豫下文及注與弑皆同
E	為_易
F	于偽反
E	借_人
F	子夜反
E	魯朝_
F	直遥反
C	下皆同
E	邴_者
F	彼病反
C	又音丙
E	大山
C	音泰本亦作泰
E	用見_
F	賢徧反
E	鄭竟
C	音境
E	從_天王
F	在用反
E	巡守
C	音狩
E	擅_相
F	市戰反
E	換_易
C	一本亦作逭
F	胡喚反
E	編_年
F	必連反
C	字林聲類韻集皆
F	布千反
C	史記音義
F	甫連反
E	二年宋督_
F	丁毒反
C	本又作□
E	弑其
C	音試下及下注同
E	與夷
C	如字音餘
E	别_内
F	彼列反
E	先殺
C	如字下先殺同
E	謂扞_
F	下旦反
E	死難_
F	乃旦反
E	蓋為_
F	于偽反
C	下注雖為同
E	及郯
C	音談
E	大廟
C	音泰下文及注同
E	旨見_
F	賢徧反
E	則治_
F	直吏反
E	躋_僖
F	子兮反
E	取郜_
F	古報反
E	内殺
C	音試下文注皆同
E	為討之鼎
C	如字麋氏云討或作糾
E	紀侯
C	左氏作杞侯
E	為_齊
F	于偽反
C	下同
E	數
F	色主反
C	注同
E	乃復_
F	扶又反
E	惡_之
F	烏路反
E	厶地
C	本又作某不知其國故云厶地後皆放此
E	三年于嬴
C	音盈
E	近古
C	附近之近
E	約_言
C	如字又
F	於妙反
E	不歃_
C	本又作喢
F	所洽反
E	是必一人先
C	如字絶句
E	親比_
F	毗志反
E	相應
C	應對之應
E	齊僅_
F	巨靳反
E	泯_然
F	亡忍反
E	于郕
C	音成
E	而復_
F	扶又反
E	于讙
C	音歡
E	祭門
C	如字祭門廟門也
E	兩觀_
F	古亂反
E	諸母般_
F	步干反
C	一本作鞶音同鞶囊也
E	以盛
C	音成
E	踰竟
C	音境
E	親迎_
F	魚敬反
C	一本作逆
E	之好_
F	呼報反
E	四年皆為_
F	于偽反
C	下注因為同
E	秋_曰蒐
F	所由反
C	麋氏本又作搜音同
E	舍小
C	音捨
E	中_心
F	丁仲反
C	下同
E	射
F	食亦反
E	髀
F	歩啓反
C	又
F	必爾反
E	髂
F	苦稼反
E	差_遲
F	初賣反
E	庖
F	歩交反
E	污泡_
C	汚穢之污下
F	普交反
C	又
F	百交反
E	五年傳_信
F	直専反
C	下同
E	必辟
C	音避本又作避
E	過_我
F	古禾反
C	下文及注同
E	任叔
C	音壬左氏作仍叔
E	從_王
F	才用反
C	又如字下同
E	為_天王
F	于偽反
E	冀州
C	案鄭本京兆鄭縣是雍州之域後徙河南新鄭為豫州之境兾在兩河之間非鄭都也兾州言去京師近也麋氏云韓侯滅鄭韓本都兾州故以目鄭
E	為天子
C	如字
E	則近
C	附近之近
E	大雩
C	音于祭名
E	螽
C	音終
E	蜙
F	相容反
E	蝑
C	音胥
E	蟲蝗_
F	華孟反
E	六年寔_
F	常式反
E	来朝_
F	直遥反
C	下七年同
E	畫我
C	音䕶注同
E	以過_
F	古木反
C	注同
E	㑹紀侯
C	左氏作杞侯
E	大閲
C	音恱
E	以觀_
F	古亂反
C	視也
E	陳佗_
F	徒河反
E	匹夫行_
F	下孟反
C	下同
E	侯憙_
F	虚記反
E	嫡_子
F	丁歴反
C	又作適
E	人僉_
F	七亷反
E	七年其惡_
F	烏各反
E	八年烝_
F	之承反
C	冬祭名
